Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
ld-p42-morgenmantel-frottee,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/e/person-frottee-mantel.jpg,4,Morgenmantel Frottee,,
ld-p43-morgenmantel-kimono,Morgenmantel Kimono,"<p>p43</p><p><strong>Gut zu wissen:</strong> Waschbar bei 40 °C, kein Weichspüler. Vor dem ersten Tragen einmal waschen — dann ist der Flor am weichsten.</p><p><strong>Material:</strong> 100 % Baumwolle, 300 g/m²</p>",LA DOCCIA,Textil,"Textil,maentel,KI-Bild",TRUE,Größe,S,,,LD-P43-S,,shopify,25,deny,manual,119,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/43_morgenmantel-kimono_a.webp,1,Morgenmantel Kimono,,active
ld-p43-morgenmantel-kimono,,,,,,,,M,,,LD-P43-M,,shopify,25,deny,manual,119,TRUE,TRUE,,,,,
ld-p43-morgenmantel-kimono,,,,,,,,L,,,LD-P43-L,,shopify,25,deny,manual,119,TRUE,TRUE,,,,,
ld-p43-morgenmantel-kimono,,,,,,,,XL,,,LD-P43-XL,,shopify,25,deny,manual,119,TRUE,TRUE,,,,,
ld-p43-morgenmantel-kimono,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/43_morgenmantel-kimono_b.webp,2,Morgenmantel Kimono,,
ld-p43-morgenmantel-kimono,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/43_morgenmantel-kimono_c.webp,3,Morgenmantel Kimono,,
ld-p43-morgenmantel-kimono,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/e/person-kimono.jpg,4,Morgenmantel Kimono,,
ld-p44-haarturban,Haarturban,"<p>p44</p><p><strong>Gut zu wissen:</strong> Waschbar bei 40 °C, kein Weichspüler. Vor dem ersten Tragen einmal waschen — dann ist der Flor am weichsten.</p><p><strong>Material:</strong> 100 % Baumwolle, 350 g/m²</p>",LA DOCCIA,Textil,"Textil,maentel,KI-Bild",TRUE,Title,Default Title,,,LD-P44,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/44_haarturban_a.webp,1,Haarturban,,active
ld-p44-haarturban,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/44_haarturban_b.webp,2,Haarturban,,
ld-p44-haarturban,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/44_haarturban_c.webp,3,Haarturban,,
ld-p44-haarturban,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/e/person-turban.jpg,4,Haarturban,,
ld-p45-waschhandschuh,Waschhandschuh,"<p>p45</p><p><strong>Gut zu wissen:</strong> Waschbar bei 40 °C, kein Weichspüler. Vor dem ersten Tragen einmal waschen — dann ist der Flor am weichsten.</p><p><strong>Material:</strong> 100 % Baumwolle, 500 g/m²</p>",LA DOCCIA,Textil,"Textil,maentel,KI-Bild",TRUE,Title,Default Title,,,LD-P45,,shopify,25,deny,manual,8,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/45_waschhandschuh_a.webp,1,Waschhandschuh,,active
ld-p45-waschhandschuh,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/45_waschhandschuh_b.webp,2,Waschhandschuh,,
ld-p45-waschhandschuh,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/45_waschhandschuh_c.webp,3,Waschhandschuh,,
ld-p46-duschvorleger-50-80-cm,"Duschvorleger, 50 × 80 cm","<p>p46</p><p><strong>Gut zu wissen:</strong> Waschbar bei 40 °C, kein Weichspüler. Vor dem ersten Tragen einmal waschen — dann ist der Flor am weichsten.</p><p><strong>Material:</strong> 100 % Baumwolle, 900 g/m²</p>",LA DOCCIA,Textil,"Textil,maentel,KI-Bild",TRUE,Title,Default Title,,,LD-P46,,shopify,25,deny,manual,29,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/46_badematte_a.webp,1,"Duschvorleger, 50 × 80 cm",,active
ld-p46-duschvorleger-50-80-cm,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/46_badematte_b.webp,2,"Duschvorleger, 50 × 80 cm",,
ld-p46-duschvorleger-50-80-cm,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/46_badematte_c.webp,3,"Duschvorleger, 50 × 80 cm",,
ld-p47-hausschuhe,Hausschuhe,"<p>p47</p><p><strong>Gut zu wissen:</strong> Die Sohle ist rutschhemmend profiliert. Feucht abwischen bzw. bei 30 °C waschen (Frottee-Modelle).</p><p><strong>Material:</strong> Obermaterial Baumwollfrottee, Sohle rutschhemmend</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,Farbe,Weiß,LD-P47-3637-WEI,,shopify,25,deny,manual,34,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_a.jpg,1,Hausschuhe,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_a.jpg,active
ld-p47-hausschuhe,,,,,,,,36/37,,Gelb,LD-P47-3637-GEL,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_gelb.jpg,
ld-p47-hausschuhe,,,,,,,,36/37,,Türkis,LD-P47-3637-TÜR,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_tuerkis.jpg,
ld-p47-hausschuhe,,,,,,,,38/39,,Weiß,LD-P47-3839-WEI,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_a.jpg,
ld-p47-hausschuhe,,,,,,,,38/39,,Gelb,LD-P47-3839-GEL,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_gelb.jpg,
ld-p47-hausschuhe,,,,,,,,38/39,,Türkis,LD-P47-3839-TÜR,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_tuerkis.jpg,
ld-p47-hausschuhe,,,,,,,,40/41,,Weiß,LD-P47-4041-WEI,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_a.jpg,
ld-p47-hausschuhe,,,,,,,,40/41,,Gelb,LD-P47-4041-GEL,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_gelb.jpg,
ld-p47-hausschuhe,,,,,,,,40/41,,Türkis,LD-P47-4041-TÜR,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_tuerkis.jpg,
ld-p47-hausschuhe,,,,,,,,42/43,,Weiß,LD-P47-4243-WEI,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_a.jpg,
ld-p47-hausschuhe,,,,,,,,42/43,,Gelb,LD-P47-4243-GEL,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_gelb.jpg,
ld-p47-hausschuhe,,,,,,,,42/43,,Türkis,LD-P47-4243-TÜR,,shopify,25,deny,manual,34,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_tuerkis.jpg,
ld-p47-hausschuhe,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_b.jpg,2,Hausschuhe,,
ld-p47-hausschuhe,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/47_hausschuhe_neu_c.jpg,3,Hausschuhe,,
ld-p48-pantoletten,Pantoletten,"<p>p48</p><p><strong>Gut zu wissen:</strong> Die Sohle ist rutschhemmend profiliert. Feucht abwischen bzw. bei 30 °C waschen (Frottee-Modelle).</p><p><strong>Material:</strong> EVA, wasserfest</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,Farbe,Gelb,LD-P48-3637-GEL,,shopify,25,deny,manual,29,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_a.webp,1,Pantoletten,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_a.webp,active
ld-p48-pantoletten,,,,,,,,36/37,,Türkis,LD-P48-3637-TÜR,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_tuerkis.jpg,
ld-p48-pantoletten,,,,,,,,36/37,,Weiß,LD-P48-3637-WEI,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_weiss.jpg,
ld-p48-pantoletten,,,,,,,,38/39,,Gelb,LD-P48-3839-GEL,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_a.webp,
ld-p48-pantoletten,,,,,,,,38/39,,Türkis,LD-P48-3839-TÜR,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_tuerkis.jpg,
ld-p48-pantoletten,,,,,,,,38/39,,Weiß,LD-P48-3839-WEI,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_weiss.jpg,
ld-p48-pantoletten,,,,,,,,40/41,,Gelb,LD-P48-4041-GEL,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_a.webp,
ld-p48-pantoletten,,,,,,,,40/41,,Türkis,LD-P48-4041-TÜR,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_tuerkis.jpg,
ld-p48-pantoletten,,,,,,,,40/41,,Weiß,LD-P48-4041-WEI,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_weiss.jpg,
ld-p48-pantoletten,,,,,,,,42/43,,Gelb,LD-P48-4243-GEL,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_a.webp,
ld-p48-pantoletten,,,,,,,,42/43,,Türkis,LD-P48-4243-TÜR,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_tuerkis.jpg,
ld-p48-pantoletten,,,,,,,,42/43,,Weiß,LD-P48-4243-WEI,,shopify,25,deny,manual,29,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_weiss.jpg,
ld-p48-pantoletten,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/48_badeschlappen_b.webp,2,Pantoletten,,
ld-p48-pantoletten,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/e/person-pantoletten.jpg,3,Pantoletten,,
ld-p49-kosmetiktasche-klein,Kosmetiktasche klein,"<p>p49</p><p><strong>Gut zu wissen:</strong> Innen beschichtet — ausgelaufene Kosmetik einfach feucht auswischen. Außen bei Bedarf Handwäsche bei 30 °C, nicht in den Trockner.</p><p><strong>Material:</strong> Baumwoll-Canvas, beschichtet</p>",LA DOCCIA,Mode,"Mode,taschen,KI-Bild",TRUE,Title,Default Title,,,LD-P49,,shopify,25,deny,manual,24,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/49_kosmetiktasche-klein_a.webp,1,Kosmetiktasche klein,,active
ld-p49-kosmetiktasche-klein,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/49_kosmetiktasche-klein_b.webp,2,Kosmetiktasche klein,,
ld-p49-kosmetiktasche-klein,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/49_kosmetiktasche-klein_c.webp,3,Kosmetiktasche klein,,
ld-p49-kosmetiktasche-klein,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/e/person-kosmetiktasche.jpg,4,Kosmetiktasche klein,,
ld-p50-kosmetiktasche-gross,Kosmetiktasche groß,"<p>p50</p><p><strong>Gut zu wissen:</strong> Innen beschichtet — ausgelaufene Kosmetik einfach feucht auswischen. Außen bei Bedarf Handwäsche bei 30 °C, nicht in den Trockner.</p><p><strong>Material:</strong> Baumwoll-Canvas, beschichtet</p>",LA DOCCIA,Mode,"Mode,taschen,KI-Bild",TRUE,Title,Default Title,,,LD-P50,,shopify,25,deny,manual,34,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/50_kosmetiktasche-gross_a.webp,1,Kosmetiktasche groß,,active
ld-p50-kosmetiktasche-gross,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/50_kosmetiktasche-gross_b.webp,2,Kosmetiktasche groß,,
ld-p50-kosmetiktasche-gross,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/50_kosmetiktasche-gross_c.webp,3,Kosmetiktasche groß,,
ld-p51-kulturbeutel,Kulturbeutel,"<p>p51</p><p><strong>Gut zu wissen:</strong> Innen beschichtet — ausgelaufene Kosmetik einfach feucht auswischen. Außen bei Bedarf Handwäsche bei 30 °C, nicht in den Trockner.</p><p><strong>Material:</strong> Baumwoll-Canvas, beschichtet</p>",LA DOCCIA,Mode,"Mode,taschen,KI-Bild",TRUE,Title,Default Title,,,LD-P51,,shopify,25,deny,manual,39,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/51_kulturbeutel_a.webp,1,Kulturbeutel,,active
ld-p51-kulturbeutel,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/51_kulturbeutel_b.webp,2,Kulturbeutel,,
ld-p51-kulturbeutel,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/51_kulturbeutel_c.webp,3,Kulturbeutel,,
ld-p60-antirutschmatte,Antirutschmatte,<p>p60</p><p><strong>Gut zu wissen:</strong> Saugnäpfe auf glattem Untergrund fest andrücken. Waschbar bei 30 °C — hygienischer als jede Einwegmatte.</p>,LA DOCCIA,Zubehör,"Zubehör,zub,KI-Bild",TRUE,Title,Default Title,,,LD-P60,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/60_antirutschmatte_a.webp,1,Antirutschmatte,,active
ld-p60-antirutschmatte,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/60_antirutschmatte_b.webp,2,Antirutschmatte,,
ld-p60-antirutschmatte,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/60_antirutschmatte_c.webp,3,Antirutschmatte,,
ld-p61-armband-quattro,Armband „Quattro“,"<p>p61</p><p><strong>Gut zu wissen:</strong> Wasserfest und hautfreundlich: bleibt beim Duschen, Schwimmen und Sport einfach am Arm. Feucht abwischen genügt.</p>",LA DOCCIA,Schmuck,"Schmuck,armschmuck,KI-Bild",TRUE,Farbe,Gelb,,,LD-P61-GEL,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/61_armband_gelb_a.jpg,1,Armband „Quattro“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/61_armband_gelb_a.jpg,active
ld-p61-armband-quattro,,,,,,,,Türkis,,,LD-P61-TÜR,,shopify,25,deny,manual,19,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/61_armband_tuerkis_a.jpg,
ld-p61-armband-quattro,,,,,,,,Violett,,,LD-P61-VIO,,shopify,25,deny,manual,19,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/61_armband_violett_a.jpg,
ld-p61-armband-quattro,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/61_armband_b.jpg,2,Armband „Quattro“,,
ld-p61-armband-quattro,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/61_armband_c.jpg,3,Armband „Quattro“,,
ld-p62-regenjacke-perla,Regenjacke „Perla“,"<p>p62</p><p><strong>Gut zu wissen:</strong> Wassersäule 10.000 mm, verschweißte Nähte, PFC-freie Imprägnierung. Bei 30 °C waschen und die Imprägnierung anschließend im Trockner kurz reaktivieren.</p><p><strong>Material:</strong> 100 % Polyester, PFC-frei imprägniert</p>",LA DOCCIA,Mode,"Mode,regen,KI-Bild",TRUE,Größe,S,Farbe,Türkis,LD-P62-S-TÜR,,shopify,25,deny,manual,249,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_tuerkis_a.jpg,1,Regenjacke „Perla“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_tuerkis_a.jpg,active
ld-p62-regenjacke-perla,,,,,,,,S,,Gelb,LD-P62-S-GEL,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_gelb_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,S,,Violett,LD-P62-S-VIO,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_violett_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,M,,Türkis,LD-P62-M-TÜR,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_tuerkis_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,M,,Gelb,LD-P62-M-GEL,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_gelb_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,M,,Violett,LD-P62-M-VIO,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_violett_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,L,,Türkis,LD-P62-L-TÜR,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_tuerkis_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,L,,Gelb,LD-P62-L-GEL,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_gelb_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,L,,Violett,LD-P62-L-VIO,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_violett_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,XL,,Türkis,LD-P62-XL-TÜR,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_tuerkis_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,XL,,Gelb,LD-P62-XL-GEL,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_gelb_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,XL,,Violett,LD-P62-XL-VIO,,shopify,25,deny,manual,249,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_violett_a.jpg,
ld-p62-regenjacke-perla,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_video.mp4,2,Regenjacke „Perla“,,
ld-p62-regenjacke-perla,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_b.jpg,3,Regenjacke „Perla“,,
ld-p62-regenjacke-perla,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/62_regenjacke_c.jpg,4,Regenjacke „Perla“,,
ld-p63-regenstiefel-pioggia,Regenstiefel „Pioggia“,"<p>p63</p><p><strong>Gut zu wissen:</strong> 100 % wasserdicht, rutschhemmende Profilsohle, herausnehmbares Frottee-Fußbett. Innen abwischbar.</p><p><strong>Material:</strong> Naturkautschuk, wasserdicht</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,,,LD-P63-3637,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/63_a.jpg,1,Regenstiefel „Pioggia“,,active
ld-p63-regenstiefel-pioggia,,,,,,,,38/39,,,LD-P63-3839,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p63-regenstiefel-pioggia,,,,,,,,40/41,,,LD-P63-4041,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p63-regenstiefel-pioggia,,,,,,,,42/43,,,LD-P63-4243,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p63-regenstiefel-pioggia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/63_b.jpg,2,Regenstiefel „Pioggia“,,
ld-p63-regenstiefel-pioggia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/63_c.jpg,3,Regenstiefel „Pioggia“,,
ld-p64-sneaker-asciutto-wasserdicht,"Sneaker „Asciutto“, wasserdicht","<p>p64</p><p><strong>Gut zu wissen:</strong> Wassersäule 10.000 mm bei voller Atmungsaktivität. Flecken feucht abwischen, Einlegesohle waschbar.</p><p><strong>Material:</strong> Recyceltes Mesh, wasserdichte Membran</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,,,LD-P64-3637,,shopify,25,deny,manual,179,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/64_a.jpg,1,"Sneaker „Asciutto“, wasserdicht",,active
ld-p64-sneaker-asciutto-wasserdicht,,,,,,,,38/39,,,LD-P64-3839,,shopify,25,deny,manual,179,TRUE,TRUE,,,,,
ld-p64-sneaker-asciutto-wasserdicht,,,,,,,,40/41,,,LD-P64-4041,,shopify,25,deny,manual,179,TRUE,TRUE,,,,,
ld-p64-sneaker-asciutto-wasserdicht,,,,,,,,42/43,,,LD-P64-4243,,shopify,25,deny,manual,179,TRUE,TRUE,,,,,
ld-p64-sneaker-asciutto-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/64_b.jpg,2,"Sneaker „Asciutto“, wasserdicht",,
ld-p64-sneaker-asciutto-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/64_c.jpg,3,"Sneaker „Asciutto“, wasserdicht",,
ld-p65-chelsea-boot-lucido-wasserdicht,"Chelsea-Boot „Lucido“, wasserdicht","<p>p65</p><p><strong>Gut zu wissen:</strong> Verschweißte Sohle, wasserdichtes Obermaterial. Mit feuchtem Tuch pflegen, kein Imprägnierspray nötig.</p><p><strong>Material:</strong> Gummiertes Leder, wasserdicht</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,,,LD-P65-3637,,shopify,25,deny,manual,199,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/65_a.jpg,1,"Chelsea-Boot „Lucido“, wasserdicht",,active
ld-p65-chelsea-boot-lucido-wasserdicht,,,,,,,,38/39,,,LD-P65-3839,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p65-chelsea-boot-lucido-wasserdicht,,,,,,,,40/41,,,LD-P65-4041,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p65-chelsea-boot-lucido-wasserdicht,,,,,,,,42/43,,,LD-P65-4243,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p65-chelsea-boot-lucido-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/65_b.jpg,2,"Chelsea-Boot „Lucido“, wasserdicht",,
ld-p65-chelsea-boot-lucido-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/65_c.jpg,3,"Chelsea-Boot „Lucido“, wasserdicht",,
